freq,tax,unit,nace_r2,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,TRA,MIO_EUR,C25,MK	: 	: 	: 	: 	: 	0.74 	0.03 	0.69 	0.86 	1.03 	1.23 
A,TRA,MIO_EUR,C25,MT	0.15 	0.16 	0.22 	0.19 	0.2 	0.22 	0.24 	0.24 	0.23 	0.22 	0.26 
A,TRA,MIO_EUR,C25,NL	17 	16 	15 	15 	16 	15 	16 	14 	12 	16 	16 p
A,TRA,MIO_EUR,C25,NO	2.56 	2.15 	1.79 	2.05 	2.14 	1.88 	1.83 	0.93 	1.08 	1.29 	1.31 
A,TRA,MIO_EUR,C25,PL	4.68 	3.67 	4.13 	4.79 	3.78 	5.54 	4.89 	1.99 	2.48 	1.95 	2.45 
A,TRA,MIO_EUR,C25,PT	5.02 	5.72 	5.73 	4.93 	5.37 	5.83 	6.26 	5.43 	5.55 	6.01 	6.61 
A,TRA,MIO_EUR,C25,RO	1.14 	1.09 	1.08 	1.08 	0.85 	0.87 	0.81 	0.88 	1.04 	1.11 	1.1 
A,TRA,MIO_EUR,C25,RS	0.97 	0.85 	0.93 	0.78 	1 	1.04 	1.16 	1.24 	1.29 	1.33 	1.51 
A,TRA,MIO_EUR,C25,SE	9.18 	5.52 	5.57 	7.48 	7.5 	6.97 	7.25 	7.52 	8.18 	7.47 	6.96 
A,TRA,MIO_EUR,C25,SI	0.46 	0.51 	0.55 	0.64 	0.63 	0.65 	0.83 	0.72 	0.72 	0.79 	0.84 
A,TRA,MIO_EUR,C25,SK	2.75 	2.75 	2.85 	3.33 	3.1 	3.18 	3.23 	2.9 	2.81 	3.18 	2.76 
A,TRA,MIO_EUR,C25,TR	12.13 	11.72 	12.94 	12.96 	11.52 	9.58 	9.83 	9.59 	8.92 	7.75 	14.85 
A,TRA,MIO_EUR,C26,AT	1.66 	1.9 	1.89 	2 	2.14 	2.18 	2.26 	2.23 	2.3 	2.49 	2.6 
A,TRA,MIO_EUR,C26,BE	1.37 	1.26 	0.87 	0.8 	0.82 	0.83 	0.82 	0.96 	0.97 	0.96 e	1.02 e
A,TRA,MIO_EUR,C26,BG	0.14 	0.09 	0.1 	0.09 	0.12 	0.12 	0.11 	0.1 	0.09 	0.08 	0.09 
A,TRA,MIO_EUR,C26,CH	10.32 	9.11 	13.25 	11.57 	12.39 	12.3 	12.04 	11.37 	11.03 	13.08 	15.01 p
A,TRA,MIO_EUR,C26,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,TRA,MIO_EUR,C26,CZ	0.35 	0.4 	0.44 	0.44 	0.46 	0.47 	0.27 	0.42 	0.39 	0.04 	0 
A,TRA,MIO_EUR,C26,DE	15.12 	16.25 	15.63 	16.1 	15.47 	15.91 	16.86 e	15.45 e	16.7 e	12.67 e	13.57 ep
A,TRA,MIO_EUR,C26,DK	2.09 	1.82 	1.21 	0.93 	0.91 	1.1 	0.78 	1 	0.99 	0.89 p	0.87 p
A,TRA,MIO_EUR,C26,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,TRA,MIO_EUR,C26,EL	0.17 	0.18 	0.2 	0.18 	0.19 	0.19 	0.21 	0.19 	0.2 	0.21 	0.23 
A,TRA,MIO_EUR,C26,ES	0.14 	0.13 	0.13 	0.14 	0.14 	0.14 	0.14 	0.13 	0.16 	0.2 	0.21 
A,TRA,MIO_EUR,C26,EU27_2020	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,TRA,MIO_EUR,C26,FI	2.12 	2.21 	5.68 b	5.04 	5.89 	4.99 	4.6 	5.02 	3.19 	2.5 	1.66 
A,TRA,MIO_EUR,C26,FR	4.82 e	4.95 e	5.04 e	5.23 e	6.18 e	6.48 e	6.47 e	4.97 e	5.43 e	6.02 p	7.11 p
A,TRA,MIO_EUR,C26,HR	0.23 	0.22 	0.23 	0.24 	0.27 	0.26 	0.27 	0.23 	0.23 	0.25 	0.27 
A,TRA,MIO_EUR,C26,HU	0.79 	0.72 	0.86 	0.91 	2.43 	1.03 	0.51 	0.53 	0.46 	0.48 	0.34 
A,TRA,MIO_EUR,C26,IE	0.24 	0.06 	0.07 	0.11 	0.09 	0.07 	0.04 	0.05 	0.05 	0.05 	0.05 
A,TRA,MIO_EUR,C26,IS	0 	0.01 	0 	0.01 	0 	0.01 	0.01 	0 	0 	0 	0 
A,TRA,MIO_EUR,C26,IT	3.81 	3.76 	3.66 	3.95 	3.77 	3.78 	3.77 	3.29 	3.96 	4.12 	3.71 
A,TRA,MIO_EUR,C26,LT	0 	0 	0 	0 	0 	0 	0 	0 	0.01 	0.01 	0.01 
A,TRA,MIO_EUR,C26,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,TRA,MIO_EUR,C26,LV	0.03 	0.02 	0.01 	0.02 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
A,TRA,MIO_EUR,C26,MK	: 	: 	: 	: 	: 	0.05 	0 	0.05 	0.06 	0.07 	0.07 
A,TRA,MIO_EUR,C26,MT	0 	0 	0 	0 	0 	0 	0 	0.01 	0 	0 	0.01 
A,TRA,MIO_EUR,C26,NL	3 	2 	3 	3 	3 	2 	0 	0 	0 	0 	0 p
A,TRA,MIO_EUR,C26,NO	0.26 	0.24 	0.45 	0.43 	0.64 	0.73 	0.81 	0.19 	0.3 	0.49 	0.7 
A,TRA,MIO_EUR,C26,PL	0.49 	0.53 	0.55 	0.59 	0.53 	0.54 	0.54 	0.32 	0.34 	0.27 	0.31 
A,TRA,MIO_EUR,C26,PT	0.52 	0.62 	0.54 	0.4 	0.49 	0.47 	0.68 	0.61 	0.66 	0.71 	0.77 
A,TRA,MIO_EUR,C26,RO	0.19 	0.18 	0.17 	0.14 	0.09 	0.1 	0.09 	0.09 	0.1 	0.11 	0.1 
A,TRA,MIO_EUR,C26,RS	0.39 	0.34 	0.37 	0.25 	0.38 	0.38 	0.43 	0.47 	0.49 	0.5 	0.57 
A,TRA,MIO_EUR,C26,SE	0.57 	0.11 	0.38 	0.68 	0.5 	0.48 	0.55 	0.61 	0.64 	0.55 	0.41 
A,TRA,MIO_EUR,C26,SI	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.05 	0.06 	0.07 	0.07 
A,TRA,MIO_EUR,C26,SK	0.36 	0.3 	0.28 	0.32 	0.22 	0.28 	0.86 	0.54 	0.45 	0.19 	0.16 
A,TRA,MIO_EUR,C26,TR	2.06 	2.31 	2.78 	2.8 	2.62 	1.69 	1.45 	2.82 	3.03 	4.11 	7.39 
A,TRA,MIO_EUR,C27,AT	3.18 	3.63 	3.63 	3.84 	4.1 	4.18 	4.32 	4.27 	4.4 	4.77 	4.98 
A,TRA,MIO_EUR,C27,BE	1.93 	1.85 	1.4 	1.29 	1.3 	1.33 	1.22 	1.26 	1.18 	1.18 e	1.24 e
A,TRA,MIO_EUR,C27,BG	0.26 	0.23 	0.2 	0.17 	0.18 	0.15 	0.18 	0.17 	0.17 	0.17 	0.17 
A,TRA,MIO_EUR,C27,CH	4.31 	3.75 	5.56 	5.03 	5.39 	5.12 	4.73 	4.3 	4.16 	4.9 	5.56 p
A,TRA,MIO_EUR,C27,CY	0.06 	0.06 	0.06 	0.08 	0.06 	0.05 	0.05 	0.04 	0.04 	0.04 	0.04 
A,TRA,MIO_EUR,C27,CZ	1.04 	0.98 	0.95 	1.44 	1.41 	1.48 	1.05 	1.36 	1.37 	0.24 	0.04 
A,TRA,MIO_EUR,C27,DE	17.04 	17.3 	16.51 	16.62 	16.42 	16.1 	16.87 e	16.53 e	17.32 e	15.83 e	17 ep
A,TRA,MIO_EUR,C27,DK	1.8 	1.53 	1.62 	1.3 	1.15 	1.2 	1.14 	1.07 	1.08 	0.99 p	0.97 p
A,TRA,MIO_EUR,C27,EE	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
A,TRA,MIO_EUR,C27,EL	0.56 	0.56 	0.54 	0.53 	0.51 	0.54 	0.55 	0.49 	0.53 	0.57 	0.63 
A,TRA,MIO_EUR,C27,ES	0.43 	0.4 	0.44 	0.46 	0.5 	0.58 	0.64 	0.48 	0.43 	0.34 	0.35 
A,TRA,MIO_EUR,C27,EU27_2020	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,TRA,MIO_EUR,C27,FI	0.64 	0.48 	0.95 b	0.97 	1.02 	0.99 	0.92 	0.82 	0.63 	0.54 	0.54 
A,TRA,MIO_EUR,C27,FR	10.22 e	10.03 e	9.46 e	9.06 e	10.45 e	11.56 e	10.37 e	8.07 e	9.75 e	10.43 p	11.01 p
A,TRA,MIO_EUR,C27,HR	0.47 	0.45 	0.46 	0.49 	0.54 	0.52 	0.54 	0.44 	0.44 	0.5 	0.56 
A,TRA,MIO_EUR,C27,HU	0.65 	0.49 	0.59 	0.58 	2.65 	0.59 	0.32 	0.34 	0.32 	0.36 	0.38 
A,TRA,MIO_EUR,C27,IE	0.38 	0.41 	0.29 	0.29 	0.35 	0.33 	0.34 	0.55 	0.47 	0.42 	0.47 
A,TRA,MIO_EUR,C27,IS	0 	0 	0.01 	0.01 	0 	0.02 	0 	0.01 	0.01 	0.01 	0.02 
A,TRA,MIO_EUR,C27,IT	7.45 	7.44 	7.36 	8.12 	7.94 	7.88 	7.85 	6.84 	7.82 	8.39 	8.24 
A,TRA,MIO_EUR,C27,LT	0.02 	0.02 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.02 
A,TRA,MIO_EUR,C27,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,TRA,MIO_EUR,C27,LV	0.02 	0.03 	0.03 	0.03 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 
A,TRA,MIO_EUR,C27,MK	: 	: 	: 	: 	: 	0.16 	0.01 	0.14 	0.17 	0.18 	0.21 
A,TRA,MIO_EUR,C27,MT	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
A,TRA,MIO_EUR,C27,NL	1 	1 	1 	1 	2 	2 	2 	2 	0 	1 	2 p
A,TRA,MIO_EUR,C27,NO	0.64 	0.24 	0.22 	0.43 	0.64 	0.73 	0.71 	0.19 	0.2 	0.4 	0.53 
A,TRA,MIO_EUR,C27,PL	1.2 	0.92 	0.91 	0.99 	1.07 	0.98 	1.5 	0.9 	1.27 	0.9 	1.03 
A,TRA,MIO_EUR,C27,PT	0.77 	0.93 	0.87 	0.68 	0.62 	0.78 	0.83 	0.72 	0.74 	0.82 	0.9 
A,TRA,MIO_EUR,C27,RO	0.21 	0.18 	0.21 	0.19 	0.12 	0.13 	0.12 	0.13 	0.14 	0.15 	0.14 
A,TRA,MIO_EUR,C27,RS	0.27 	0.24 	0.26 	0.22 	0.28 	0.29 	0.33 	0.35 	0.36 	0.37 	0.42 
A,TRA,MIO_EUR,C27,SE	0.56 	0.24 	0.5 	0.8 	0.74 	0.65 	0.66 	0.76 	0.83 	0.76 	0.66 
A,TRA,MIO_EUR,C27,SI	0.12 	0.13 	0.11 	0.14 	0.12 	0.12 	0.11 	0.12 	0.1 	0.1 	0.11 
A,TRA,MIO_EUR,C27,SK	0.98 	0.88 	0.78 	0.87 	1.07 	0.79 	0.83 	0.86 	0.71 	0.61 	0.6 
A,TRA,MIO_EUR,C27,TR	2.92 	3.03 	3.89 	3.81 	3.37 	2.69 	2.71 	3.06 	3.01 	3.02 	5.69 
A,TRA,MIO_EUR,C28,AT	5.9 	6.75 	6.73 	7.12 	7.62 	7.75 	8.03 	7.93 	8.16 	8.86 	9.23 
A,TRA,MIO_EUR,C28,BE	4.4 	4.13 	3.17 	3.01 	3.15 	3.18 	3.1 	3.23 	3.21 	3.21 e	3.38 e
A,TRA,MIO_EUR,C28,BG	0.37 	0.4 	0.39 	0.27 	0.31 	0.35 	0.37 	0.38 	0.41 	0.4 	0.38 
A,TRA,MIO_EUR,C28,CH	9.47 	8.35 	12.54 	11.49 	12.72 	12.36 	12.07 	10.86 	10.42 	13.15 	14.88 p
A,TRA,MIO_EUR,C28,CY	0.06 	0.06 	0.06 	0.04 	0.05 	0.04 	0.04 	0.04 	0.04 	0.03 	0.03 
A,TRA,MIO_EUR,C28,CZ	1.66 	1.74 	1.69 	1.78 	1.86 	1.91 	1.71 	1.74 	1.68 	0.24 	0.17 
A,TRA,MIO_EUR,C28,DE	39.17 	39.97 	39.28 	39.94 	40.41 	40.7 	42.21 e	38.06 e	40.06 e	34.74 e	37.16 ep
A,TRA,MIO_EUR,C28,DK	8.85 	8.46 	8.64 	8.16 	8.24 	8.16 	7.79 	7.65 	7.92 	7.59 p	7.52 p
A,TRA,MIO_EUR,C28,EE	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
A,TRA,MIO_EUR,C28,EL	1.12 	1.17 	1.18 	1.19 	1.2 	1.22 	1.23 	1.12 	1.22 	1.35 	1.48 
A,TRA,MIO_EUR,C28,ES	1.11 	1.06 	1.05 	1.09 	1.1 	1.12 	1.13 	1.07 	1.22 	1.43 	1.48 
A,TRA,MIO_EUR,C28,EU27_2020	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,TRA,MIO_EUR,C28,FI	2.25 	2.36 	4.97 b	4.37 	4.35 	5.25 	5.4 	3.75 	2.99 	2.93 	2.67 
A,TRA,MIO_EUR,C28,FR	30.5 e	31.39 e	32.73 e	42.13 e	47.37 e	53.4 e	54.15 e	46.53 e	52.82 e	55.54 p	65.26 p
A,TRA,MIO_EUR,C28,HR	0.66 	0.64 	0.65 	0.69 	0.76 	0.73 	0.75 	0.65 	0.66 	0.7 	0.78 
A,TRA,MIO_EUR,C28,HU	0.73 	0.69 	0.68 	0.68 	6.06 	0.71 	0.66 	0.77 	0.74 	0.89 	0.91 
A,TRA,MIO_EUR,C28,IE	0.35 	0.43 	0.33 	0.45 	0.64 	0.65 	0.49 	0.79 	0.51 	0.41 	0.44 
A,TRA,MIO_EUR,C28,IS	0.06 	0.1 	0.07 	0.16 	0.16 	0.08 	0.1 	0.08 	0.11 	0.12 	0.17 
A,TRA,MIO_EUR,C28,IT	27.72 	28.34 	27.92 	30.75 	30.93 	31.2 	31.24 	26.95 	29.46 	30.86 	32.27 
A,TRA,MIO_EUR,C28,LT	0.02 	0.03 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 
A,TRA,MIO_EUR,C28,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,TRA,MIO_EUR,C28,LV	0.07 	0.05 	0.06 	0.05 	0.03 	0.03 	0.04 	0.04 	0.03 	0.03 	0.04 
A,TRA,MIO_EUR,C28,MK	: 	: 	: 	: 	: 	0.15 	0.01 	0.18 	0.22 	0.23 	0.26 
A,TRA,MIO_EUR,C28,MT	0.01 	0.01 	0.02 	0.01 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 
A,TRA,MIO_EUR,C28,NL	10 	10 	9 	8 	10 	7 	8 	7 	8 	9 	10 p
A,TRA,MIO_EUR,C28,NO	1.41 	1.08 	1.01 	1.51 	2.04 	1.56 	1.42 	0.47 	0.49 	0.79 	1.14 
A,TRA,MIO_EUR,C28,PL	1.62 	2.12 	1.5 	1.76 	1.59 	1.48 	1.52 	0.76 	0.9 	0.89 	0.94 
A,TRA,MIO_EUR,C28,PT	1.13 	1.27 	1.32 	1.23 	1.31 	1.46 	1.45 	1.3 	1.33 	1.48 	1.62 
A,TRA,MIO_EUR,C28,RO	0.37 	0.36 	0.36 	0.32 	0.24 	0.25 	0.24 	0.25 	0.28 	0.29 	0.26 
A,TRA,MIO_EUR,C28,RS	0.46 	0.41 	0.45 	0.36 	0.47 	0.49 	0.55 	0.59 	0.61 	0.63 	0.72 
A,TRA,MIO_EUR,C28,SE	3.48 	2.29 	2.88 	4.34 	4.04 	4.1 	4.33 	4.26 	4.8 	4.77 	4.55 
A,TRA,MIO_EUR,C28,SI	0.17 	0.18 	0.17 	0.17 	0.18 	0.21 	0.24 	0.26 	0.19 	0.2 	0.21 
A,TRA,MIO_EUR,C28,SK	1.29 	1.34 	1.25 	1.45 	1.33 	1.27 	1.47 	1.34 	1.39 	1.49 	1.58 
A,TRA,MIO_EUR,C28,TR	40.8 	43.4 	54.52 	55.09 	51.5 	30.53 	23.4 	53.93 	58.1 	85.38 	153.02 
A,TRA,MIO_EUR,C29,AT	1.67 	1.91 	1.91 	2.02 	2.16 	2.2 	2.28 	2.25 	2.32 	2.51 	2.62 
A,TRA,MIO_EUR,C29,BE	5.61 	5.39 	3.22 	3.23 	3.85 	4.99 	5.31 	3.63 	3.14 	3.05 e	3.27 e
A,TRA,MIO_EUR,C29,BG	0.08 	0.12 	0.15 	0.05 	0.04 	0.04 	0.05 	0.06 	0.11 	0.1 	0.11 
A,TRA,MIO_EUR,C29,CH	0.42 	0.36 	0.52 	0.46 	0.49 	0.48 	0.43 	0.37 	0.35 	0.39 	0.42 p
A,TRA,MIO_EUR,C29,CY	0.02 	0.02 	0.02 	0.02 	0.03 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 
A,TRA,MIO_EUR,C29,CZ	0.89 	0.87 	0.81 	0.89 	0.95 	1.05 	0.97 	1.02 	0.9 	0.2 	0.17 
A,TRA,MIO_EUR,C29,DE	52.44 	54.66 	58.53 	60.06 	59.15 	58.4 	59.98 e	53.3 e	59.99 e	57.78 e	62 ep
A,TRA,MIO_EUR,C29,DK	0.83 	0.64 	0.48 	0.67 	0.7 	0.68 	0.56 	0.54 	0.55 	0.53 p	0.52 p
A,TRA,MIO_EUR,C29,EE	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
A,TRA,MIO_EUR,C29,EL	0.43 	0.35 	0.18 	0.19 	0.19 	0.2 	0.21 	0.2 	0.21 	0.24 	0.28 
A,TRA,MIO_EUR,C29,ES	0.81 	0.77 	0.78 	0.83 	0.85 	0.88 	0.93 	0.82 	2.8 	6.02 	6.93 
A,TRA,MIO_EUR,C29,EU27_2020	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,TRA,MIO_EUR,C29,FI	0.22 	0.22 	0.21 b	0.23 	0.25 	0.26 	0.28 	0.26 	0.25 	0.25 	0.24 
A,TRA,MIO_EUR,C29,FR	667.14 e	743.26 e	772.37 e	821.02 e	932.56 e	1024.24 e	1040.04 e	847.79 e	882.8 e	990.41 p	1299.96 p
A,TRA,MIO_EUR,C29,HR	0.22 	0.21 	0.22 	0.23 	0.25 	0.24 	0.25 	0.22 	0.22 	0.24 	0.26 
A,TRA,MIO_EUR,C29,HU	1.95 	1.66 	1.82 	1.85 	6.25 	2 	1.94 	2.17 	2.04 	2.32 	2.18 
A,TRA,MIO_EUR,C29,IE	4.99 	3.88 	3.22 	2.47 	2.58 	2.31 	2.35 	2.91 	2.52 	2.68 	2.22 
A,TRA,MIO_EUR,C29,IS	0.02 	0.02 	0.02 	0.04 	0.05 	0.03 	0.04 	0.02 	0.02 	0.03 	0.03 
A,TRA,MIO_EUR,C29,IT	13.73 	16.81 	17.98 	25.61 	35.54 	28.1 	20.55 	13.54 	6.96 	7.24 	17.61 
A,TRA,MIO_EUR,C29,LT	: @C	: @C	0 	0 	0 	0.01 	0.01 	0.01 	0.03 	0.01 	0.01 
A,TRA,MIO_EUR,C29,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,TRA,MIO_EUR,C29,LV	0.02 	0.02 	0.02 	0.02 	0.01 	0.02 	0.01 	0.01 	0.01 	0.01 	0.01 
A,TRA,MIO_EUR,C29,MK	: 	: 	: 	: 	: 	0.02 	0 	0.02 	0.02 	0.01 	0.01 
A,TRA,MIO_EUR,C29,MT	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
A,TRA,MIO_EUR,C29,NL	2 	2 	2 	3 	3 	3 	3 	3 	1 	2 	2 p
A,TRA,MIO_EUR,C29,NO	0.26 	0.36 	0.22 	0.43 	0.43 	0.52 	0.2 	0.19 	0.2 	0.2 	0.26 
A,TRA,MIO_EUR,C29,PL	2.39 	4.8 	3.99 	2.67 	7.18 	2.96 	4.99 	3.39 	2.49 	1.54 	1.44 
A,TRA,MIO_EUR,C29,PT	1.55 	2.88 	2.69 	1.98 	2.16 	2.14 	2.04 	2.16 	2.05 	2.56 	2.79 
A,TRA,MIO_EUR,C29,RO	0.39 	0.41 	0.36 	0.33 	0.12 	0.13 	0.13 	0.13 	0.15 	0.16 	0.15 
A,TRA,MIO_EUR,C29,RS	0.21 	0.17 	0.2 	0.11 	0.19 	0.18 	0.22 	0.24 	0.25 	0.26 	0.29 
A,TRA,MIO_EUR,C29,SE	2.99 	1.83 	2.31 	3.53 	3.13 	3.83 	4.62 	4.14 	3.71 	3.24 	2.62 
A,TRA,MIO_EUR,C29,SI	0.26 	0.63 	1.71 	0.27 	0.26 	0.35 	0.5 	0.49 	0.57 	0.74 	0.85 
A,TRA,MIO_EUR,C29,SK	1.14 	1.01 	0.87 	1.2 	1.15 	1.15 	1.16 	1.04 	1.2 	1 	1.24 
A,TRA,MIO_EUR,C29,TR	331.76 	346.65 	444.43 	451.11 	424.93 	239.09 	171.94 	453.04 	493.96 	749.89 	1338.15 
A,TRA,MIO_EUR,C30,AT	0.35 	0.4 	0.4 	0.42 	0.45 	0.46 	0.48 	0.47 	0.48 	0.53 	0.55 
A,TRA,MIO_EUR,C30,BE	0.77 	0.96 	0.35 	0.35 	0.37 	0.33 	0.32 	0.36 	0.33 	0.33 e	0.35 e
A,TRA,MIO_EUR,C30,BG	0.11 	0.07 	0.06 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 	0.03 
A,TRA,MIO_EUR,C30,CH	1.35 	1.18 	1.83 	1.71 	1.93 	1.88 	1.82 	1.59 	1.55 	1.92 	2.15 p
A,TRA,MIO_EUR,C30,CY	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0 	0 	0 
A,TRA,MIO_EUR,C30,CZ	0.12 	0.15 	0.18 	0.18 	0.19 	0.19 	0.12 	0.19 	0.2 	0 	0 
A,TRA,MIO_EUR,C30,DE	6.43 	6.76 	6.91 	7.17 	7.78 	7.34 	8.35 e	7.26 e	6.69 e	6.09 e	6.45 ep
A,TRA,MIO_EUR,C30,DK	0.53 	0.39 	0.39 	0.33 	0.37 	0.35 	0.28 	0.35 	0.36 	0.34 p	0.34 p
A,TRA,MIO_EUR,C30,EE	0 	0 	0 	0 	0 	0 	0 	0 	0.01 	0 	0 
A,TRA,MIO_EUR,C30,EL	0.14 	0.16 	0.14 	0.15 	0.14 	0.13 	0.14 	0.12 	0.13 	0.14 	0.18 
A,TRA,MIO_EUR,C30,ES	0.11 	0.11 	0.1 	0.11 	0.11 	0.11 	0.11 	0.1 	0.11 	0.13 	0.13 
A,TRA,MIO_EUR,C30,EU27_2020	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,TRA,MIO_EUR,C30,FI	0.25 	0.19 	0.19 b	0.21 	0.22 	0.21 	0.22 	0.22 	0.23 	0.24 	0.23 
A,TRA,MIO_EUR,C30,FR	23.07 e	22.44 e	24.26 e	23.15 e	24.91 e	28.07 e	27 e	15.24 e	16.93 e	20.02 p	23.02 p
A,TRA,MIO_EUR,C30,HR	0.77 	0.74 	0.76 	0.8 	0.88 	0.85 	0.88 	0.71 	0.76 	0.82 	0.89 
A,TRA,MIO_EUR,C30,HU	0.05 	0.04 	0.04 	0.04 	0.34 	0.04 	0.03 	0.03 	0.03 	0.03 	0.04 
A,TRA,MIO_EUR,C30,IE	0.01 	0.03 	0.01 	0.01 	0.01 	0.01 	0.02 	0.01 	0.02 	0 	0.01 
A,TRA,MIO_EUR,C30,IS	0.01 	0.02 	0.01 	0.01 	0.01 	0.02 	0.01 	0.01 	0.01 	0.01 	0.02 
A,TRA,MIO_EUR,C30,IT	2.8 	2.68 	2.92 	3.3 	3.5 	3.99 	4.01 	3.48 	3.71 	4.15 	4.62 
A,TRA,MIO_EUR,C30,LT	: @C	: @C	0 	0.01 	0 	0 	0 	0.01 	0.02 	0.01 	0.02 
A,TRA,MIO_EUR,C30,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,TRA,MIO_EUR,C30,LV	0.01 	0.02 	0.03 	0.03 	0.02 	0.01 	0.01 	0.01 	0.01 	0.01 	0.02 
A,TRA,MIO_EUR,C30,MK	: 	: 	: 	: 	: 	0.01 	0 	0.01 	0.01 	0 	0 
A,TRA,MIO_EUR,C30,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,TRA,MIO_EUR,C30,NL	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p
A,TRA,MIO_EUR,C30,NO	0.51 	0.48 	0.34 	0.54 	1.29 	0.83 	1.02 	0.19 	0.1 	0.49 	0.88 
A,TRA,MIO_EUR,C30,PL	0.58 	0.75 	0.61 	0.46 	0.49 	0.49 	0.47 	0.21 	0.36 	0.27 	0.21 
A,TRA,MIO_EUR,C30,PT	0.2 	0.17 	0.18 	0.16 	0.18 	0.21 	0.23 	0.2 	0.23 	0.26 	0.28 
A,TRA,MIO_EUR,C30,RO	0.13 	0.11 	0.11 	0.12 	0.07 	0.08 	0.07 	0.08 	0.09 	0.09 	0.09 
A,TRA,MIO_EUR,C30,RS	0.05 	0.04 	0.05 	0.03 	0.05 	0.05 	0.06 	0.06 	0.06 	0.06 	0.07 
A,TRA,MIO_EUR,C30,SE	0.84 	0.51 	0.63 	0.89 	0.74 	0.7 	0.76 	1 	1.01 	0.84 	0.65 
A,TRA,MIO_EUR,C30,SI	0.02 	0.03 	0.03 	0.03 	0.01 	0.03 	0.01 	0.01 	0.01 	0.01 	0.01 
A,TRA,MIO_EUR,C30,SK	0.24 	0.27 	0.2 	0.21 	0.19 	0.21 	0.31 	0.24 	0.18 	0.23 	0.33 
A,TRA,MIO_EUR,C30,TR	34.89 	36.5 	46.56 	47.18 	44.49 	25.35 	18.54 	47.61 	51.77 	78.04 	139.22 
A,TRA,MIO_EUR,C33,AT	1.65 	1.88 	1.88 	1.99 	2.13 	2.17 	2.25 	2.22 	2.28 	2.48 	2.58 
A,TRA,MIO_EUR,C33,BE	3.19 	3.35 	3.12 	3 	3.24 	3.37 	3.66 	4.06 	4.12 	4.13 e	4.35 e
A,TRA,MIO_EUR,C33,BG	0.2 	0.27 	0.26 	0.28 	0.26 	0.25 	0.32 	0.34 	0.36 	0.35 	0.36 
A,TRA,MIO_EUR,C33,CH	2.43 	2.19 	3.5 	3.22 	3.63 	3.49 	3.81 	3.67 	3.55 	4.36 	4.82 p
A,TRA,MIO_EUR,C33,CY	0.09 	0.12 	0.11 	0.13 	0.12 	0.12 	0.11 	0.11 	0.1 	0.1 	0.11 
A,TRA,MIO_EUR,C33,CZ	1.66 	1.53 	1.69 	1.96 	2.05 	2.26 	2.73 	2.23 	2.42 	0.49 	0.12 
A,TRA,MIO_EUR,C33,DE	6.56 	6.78 	6.44 	6.7 	6.53 	6.27 	7.07 e	6.63 e	6.74 e	6.33 e	6.79 ep
A,TRA,MIO_EUR,C33,DK	6.66 	6.57 	6.52 	6.48 	5.96 	5.65 	6.36 	6.22 	6.53 	6.29 p	6.23 p
